iteration,avg_loss,avg_ppl,learning_rate
5,7.302139949332255,1672.3101324670545,9.635830289374115e-05
10,5.725855544226301,320.862193465749,9.765261730565446e-05
15,4.671396058738099,108.3515565256702,9.822194944283691e-05
20,4.238952988126934,69.6024767180913,9.843711707979164e-05
25,4.138456262060003,63.08774257742009,9.855341676958852e-05
30,3.9584401469520714,52.59642069067935,9.870460391729208e-05
35,3.935415179973868,51.869948670496186,9.871093052860539e-05
40,3.9751797572925995,53.41537563908454,9.861435237155075e-05
45,3.8763452783708003,48.350314746384754,9.867513672585225e-05
50,3.8421877886506457,47.185500304574916,9.870283660745147e-05
55,3.7756408148997758,43.796521805136706,9.875865844420574e-05
60,3.733705835767664,42.131993290997656,9.88873418341523e-05
65,3.82460461175634,45.97248065248719,9.872480757894463e-05
70,3.7554077891751327,43.1402940518887,9.890162883687029e-05
75,3.7234546228101677,42.527747438574394,9.875590233614778e-05
80,3.5673808086754297,35.93146401938054,9.898490188499827e-05
85,3.542507966755746,34.6353526265867,9.891765341353057e-05
90,3.5478368129879194,34.76212352633788,9.891132127283878e-05
95,3.5974160710454335,36.73317658669135,9.888148556541701e-05
100,3.5752753612726638,35.76108409001722,9.884420865703329e-05
105,3.712371838900964,41.200294824703526,9.883592384337834e-05
110,3.458672232931776,31.94352332980307,9.889057185340444e-05
115,3.42118149473826,30.761911030710003,9.894694997786632e-05
120,3.5116575926887768,33.58525687660109,9.88767829334008e-05
125,3.6531064280770735,39.624675230708206,9.871504615288946e-05
130,3.4195018268701665,30.948293227935388,9.907797683061966e-05
135,3.4323421618993715,31.180292917411464,9.904317915905411e-05
140,3.387165381933002,29.728960463261974,9.904924664065456e-05
145,3.399501913310324,30.09119070399381,9.89111294261768e-05
150,3.493290257636842,33.331355901980594,9.902944643668642e-05
155,3.5389920304525107,34.899484407640315,9.877156356753481e-05
160,3.3426682030799,28.3717473564526,9.90746129212887e-05
165,3.357892082890755,29.341103581992872,9.878572476348401e-05
170,3.4968881236703204,33.75701589890932,9.905073297520581e-05
175,3.357042719577952,28.760202600335496,9.895585239588459e-05
180,3.2521253638481094,26.02218941565941,9.912526884214159e-05
185,3.3869891311941203,29.684274577802398,9.891080829834612e-05
190,3.4339782683889064,31.24364169925297,9.90530502823075e-05
195,3.3980972936696334,30.372651442206102,9.90819277625048e-05
200,3.267365138820977,26.736543106882255,9.905417299793738e-05
205,3.317789636000706,27.778069105849948,9.892016034750349e-05
210,3.3090978673166473,27.608591968754308,9.91411067599695e-05
215,3.39365836344248,30.02886477349724,9.888428874234729e-05
220,3.2993865966333593,27.17920563106402,9.900408326063498e-05
225,3.2619676894310388,26.179012822858038,9.902670786679016e-05
230,3.2251608150348643,25.373328933604597,9.919309419343572e-05
235,3.270855810552645,26.473106977285774,9.895145340772343e-05
240,3.281239694654348,26.904160101660427,9.900792064395199e-05
245,3.186327802578326,24.282721607212068,9.903039091165223e-05
250,3.2643847786929108,26.261622833710383,9.91223870619981e-05
255,3.2451573358032917,26.021187988289007,9.895339020383746e-05
260,3.303468755382488,27.471055894751508,9.893855077511339e-05
265,3.3787387054788027,29.51456607743533,9.895310597163893e-05
270,3.206341889305638,24.96024879686137,9.905799614203654e-05
275,3.15620259287844,23.799344035550572,9.929492755707081e-05
280,3.2667788201565635,26.458106723386017,9.90016879550939e-05
285,3.107277735702659,22.538944753240234,9.914975918247754e-05
290,3.2455687137484808,26.11166027855618,9.919217325485368e-05
295,3.157539483135845,23.70563816789884,9.925075833141145e-05
300,3.198208810938096,24.79480130158094,9.916316862792408e-05
305,3.177432356619067,24.4992734022088,9.9172582892378e-05
310,3.213027574424121,24.923150495805494,9.916375957504537e-05
315,3.1253140704828892,22.868944375052553,9.908909384742325e-05
320,3.1853547934454136,24.56654183177501,9.915821686913994e-05
325,3.003347585769889,20.24476764942293,9.910848309317724e-05
330,3.0947428309424785,22.209719601819845,9.922106262020571e-05
335,3.042566853402153,21.197553735598852,9.922856255184435e-05
340,3.038380783627974,21.140199194125948,9.911962059933314e-05
345,3.1450176646597634,23.250227199356154,9.913028084061333e-05
350,3.148932131419097,23.58563640743321,9.923204570970741e-05
355,3.330772748779647,28.36681802424294,9.91488325972186e-05
360,3.2180325329453963,25.06418860625599,9.904697926275014e-05
365,3.0376002266756563,21.068392567525752,9.923667916152426e-05
370,3.005076106050844,20.254623468668974,9.918326541154661e-05
375,3.101622882476857,22.452647360678203,9.90761784528388e-05
380,3.1282485004376905,22.8455606107277,9.912434445231213e-05
385,3.1182404440668967,22.800387816301768,9.921019857656805e-05
390,3.1096817167904605,22.499658627988843,9.916058587226234e-05
395,3.035844871905652,20.881327223226254,9.921738019818092e-05
400,3.066243222982698,21.622510971789445,9.921255748493743e-05
405,3.0400539240466533,21.375696519816767,9.92798293217109e-05
410,2.985520060582563,19.91885777503497,9.915746599802427e-05
415,2.9911177810371754,20.057400479034616,9.914657011202926e-05
420,3.103036269908034,22.309503172982406,9.912786504529656e-05
425,2.9296371388529385,18.815184838555542,9.926688090607094e-05
430,3.002825636264759,20.265942085390435,9.92441367613646e-05
435,2.954047707839572,19.300264491197716,9.923627659770575e-05
440,3.017273535847333,20.70908029373097,9.910431430146915e-05
445,3.0135887067041427,20.61345154359696,9.933185137861804e-05
450,2.916160231965637,18.54552286137727,9.92585693331521e-05
455,3.0081919347099424,20.47853538448065,9.927577795135382e-05
460,2.8970377963683207,18.295265387011444,9.93658407482604e-05
465,3.0380316065482083,20.883802089958063,9.918419549978901e-05
470,2.995421613940133,20.09676577712069,9.923063309608684e-05
475,2.8913151795833842,18.189127881577782,9.914499141717172e-05
480,2.842596052342192,17.24742334881245,9.918545390853078e-05
485,2.9914460923081085,20.065651213481885,9.924320650971716e-05
490,2.9727425517443593,19.716363388675408,9.912153875696465e-05
495,2.88112630824373,18.050133308920827,9.93583094319124e-05
500,2.90413589081128,18.329941574882746,9.926019644107515e-05
505,3.1408311829604463,23.292133007609536,9.910581174695987e-05
510,2.870877961762813,17.836796182262923,9.929621518582976e-05
515,2.9383613444517263,18.991973610028253,9.933449728815646e-05
520,2.972014741065011,19.778010975970144,9.933039899309036e-05
525,2.880143347803199,17.9744703850937,9.935814306108919e-05
530,2.953032395616766,19.24800345382038,9.924003103750486e-05
535,2.9400829874603427,19.07628324291645,9.91880480627422e-05
540,2.9060505225279583,18.38526301283049,9.935483245409212e-05
545,2.861760069377044,17.69804057557198,9.925786151011134e-05
550,2.9104863267420216,18.400245526779596,9.92689908092102e-05
555,2.795540538079144,16.562041802195857,9.929572790285582e-05
560,2.9140222487049003,18.615553102198202,9.932274992927219e-05
565,2.8706702624399982,17.854707762365944,9.920923140975004e-05
570,2.966383932123595,19.47430436211754,9.919078892419311e-05
575,2.9682184164042047,19.519926377197706,9.923388355435467e-05
580,2.78877889959979,16.32973209458833,9.927211925059809e-05
585,2.8529347845462647,17.37690104072852,9.928637934656364e-05
590,2.865822573773259,17.669449259636135,9.922424573882444e-05
595,2.8625632717385217,17.608212324531497,9.921777195083189e-05
600,2.930720518421021,18.856441046511804,9.920419923582424e-05
605,2.8309719192647975,17.05928784615722,9.937016696999358e-05
610,2.8258474838334102,17.039444513221873,9.923149974645835e-05
615,2.881991522949402,17.95634084757003,9.934328715333663e-05
620,2.885033740324651,18.021059388215868,9.915966526208719e-05
625,2.861121153234136,17.538183874112786,9.926817937603747e-05
630,2.834675865777276,17.113195481182412,9.920694702454487e-05
635,2.842456953468079,17.17500786892497,9.9315255688762e-05
640,2.7733866651584753,16.139804675691796,9.941148554480085e-05
645,2.8529998586454903,17.45955286419193,9.923523214424372e-05
650,2.913558258753224,18.452188827527987,9.921954240853555e-05
655,2.8390277883822876,17.216180044985943,9.933728311659663e-05
660,2.714926920677431,15.194297129488069,9.941979347519293e-05
665,2.808529586633475,16.64280386030963,9.923830502615708e-05
670,2.7431092636453354,15.561316816704608,9.935435012304382e-05
675,2.770086900889846,16.250003589067234,9.93848891941204e-05
680,2.8916638771417587,18.124864516116844,9.922901713216714e-05
685,2.8368621580367077,17.284470867490676,9.935703807788243e-05
690,2.6857082549364866,14.853581497069323,9.937600869858073e-05
695,2.8449375610025798,17.377932520473674,9.925100126211978e-05
700,2.851192692536711,17.38355058052649,9.920162784942593e-05
705,2.7632198650267106,15.932936707816765,9.92487587987382e-05
710,2.7228778498612054,15.251798321711979,9.932133012727058e-05
715,2.8210958454482338,16.88777884006253,9.929903070799719e-05
720,2.7622662678776706,15.90422562465822,9.934004554201754e-05
725,2.8182499228181372,16.788356742514406,9.930809075497578e-05
730,2.785224885107804,16.32518751237185,9.935903301004784e-05
735,2.7522310826170697,15.811022819957282,9.934155217730928e-05
740,2.8016973874586073,16.70477305510313,9.925064024129784e-05
745,2.717760905499481,15.350334388073113,9.936774049561783e-05
750,2.666427125232603,14.449630080995423,9.929503618849991e-05
755,2.6970111073765075,14.916661907884485,9.93002726026958e-05
760,2.7195525021274785,15.420062538988248,9.926794339232368e-05
765,2.7458286721791225,15.696916392331044,9.93072574934287e-05
770,2.86964186029398,17.897316843093634,9.910884999463719e-05
775,2.7096451955406464,15.044824567578605,9.935831608998407e-05
780,2.8225620458653884,17.061608292781518,9.915491919480026e-05
785,2.867114290476677,17.649832028725406,9.918917413384973e-05
790,2.670031372671244,14.48046835465799,9.93392048784009e-05
795,2.619983494023619,13.860061581301656,9.944647752195654e-05
800,2.7154719539346184,15.287409136435056,9.922888012756984e-05
805,2.6831203580439764,14.729470563317657,9.94205995482017e-05
810,2.735467566725359,15.493105438619072,9.933284989533623e-05
815,2.7448665264393335,15.666561244203114,9.936303534003436e-05
820,2.6746493892473535,14.652694537773186,9.942312173397113e-05
825,2.7565732462291583,15.77677832394188,9.937088343375431e-05
830,2.7261394138050394,15.448740212134197,9.933992573119159e-05
835,2.6860816611507308,14.708697638270554,9.935426388875218e-05
840,2.7104864254537344,15.135710671828827,9.935532282509978e-05
845,2.7836133891163604,16.27561609610627,9.924000999056323e-05
850,2.6254143056153234,13.863485931593473,9.93720226170173e-05
855,2.6830036239153374,14.77650069999352,9.938573555965528e-05
860,2.6755986212883487,14.634578516925904,9.927300255900263e-05
865,2.7068953294746265,15.26889114434095,9.922458723667214e-05
870,2.5605330274455524,13.175697557257127,9.952425605707751e-05
875,2.646335992987771,14.161197109193498,9.939636067202693e-05
880,2.7336372194083864,15.566556885995857,9.944112154117879e-05
885,2.723723013483114,15.328550397338557,9.929426644854743e-05
890,2.5948729537092663,13.470926602355902,9.938395200081158e-05
895,2.6059348893703644,13.577108655607748,9.936106505463572e-05
900,2.6149507900023403,13.83780754228683,9.931097982022066e-05
905,2.5671141068957963,13.162207768442286,9.947693884973356e-05
910,2.622586404868906,13.98281643115906,9.935716653645526e-05
915,2.730533972696105,15.408317147213245,9.935214109915771e-05
920,2.5934756469182885,13.48193804249525,9.941400366240105e-05
925,2.5402689032554866,12.920016487361977,9.947857047370732e-05
930,2.6742238903609965,14.769174141610659,9.92792537326358e-05
935,2.7420140248037255,15.583370903224102,9.935508445426431e-05
940,2.6277445884393793,13.926583546391736,9.94260754621767e-05
945,2.575462446009742,13.200402141652294,9.937909403068073e-05
950,2.516105042736199,12.539978966906306,9.94914617855175e-05
955,2.6077025214937626,13.788474346755137,9.942344717915247e-05
960,2.5489468549458074,12.99952453993724,9.93563247606271e-05
965,2.5618699685392654,13.004497090846893,9.93857602135137e-05
970,2.530867661510469,12.644168833902343,9.943012612365449e-05
975,2.6472513049496884,14.150240061695087,9.931698168834691e-05
980,2.5822138042393203,13.304412680267575,9.942873840976616e-05
985,2.470710150008867,11.898350219163024,9.950553386970265e-05
990,2.610899377022403,13.731783578274593,9.941580480332152e-05
995,2.523599192765456,12.638916893080642,9.941350473290494e-05
1000,2.7249739892204192,15.365778577874682,9.94192598024941e-05
1005,2.580553439618492,13.329784646485962,9.94014443415293e-05
1010,2.567813055859037,13.17760364186432,9.944093778709349e-05
1015,2.4664986223890297,11.82431733719682,9.943275228173355e-05
1020,2.5846215056642974,13.360705358523987,9.944041005369599e-05
1025,2.661021854891202,14.334346313505543,9.939117191788626e-05
1030,2.5524478302164915,12.879010854096572,9.947676832801644e-05
1035,2.5311756281301188,12.661283049459302,9.945554699200333e-05
1040,2.498599628820027,12.305412758505911,9.943649784224265e-05
1045,2.599721054409492,13.506450323002161,9.94467453759927e-05
1050,2.482253803097668,12.047945549793317,9.951720666790119e-05
1055,2.520667201790709,12.511617008803658,9.936550044264458e-05
1060,2.531915579645195,12.597588039807063,9.944554020778562e-05
1065,2.483665821301369,12.139101316751788,9.956082862708049e-05
1070,2.4948288137357424,12.212536038165412,9.95086882944092e-05
1075,2.611445807111072,13.645776946903144,9.936254608831995e-05
1080,2.506546298337263,12.325203792840467,9.949853427460183e-05
1085,2.565493823713763,13.102503503647402,9.943719746885888e-05
1090,2.56705247091682,13.102804604698866,9.948678873683138e-05
1095,2.5002553719312255,12.291392815265956,9.945834343001664e-05
1100,2.5696709611208335,13.142163601794426,9.947497499703984e-05
1105,2.601276309555607,13.53181643768331,9.932939008796845e-05
1110,2.577196235692295,13.169822009892892,9.942893254893343e-05
1115,2.553617703674991,12.902828182854734,9.946422132357287e-05
1120,2.611172646039561,13.672645968782215,9.940840855620195e-05
1125,2.4699088745118054,11.878552928927771,9.942711505560913e-05
1130,2.4700359276548176,11.848649196249799,9.949616474373094e-05
1135,2.42078113729177,11.327460894822574,9.950465300560043e-05
1140,2.4694538859381465,11.947927592202202,9.945117665295693e-05
1145,2.3815707969032025,10.885408806447838,9.947905661826327e-05
1150,2.392887032553686,11.041741385965455,9.952643948541357e-05
1155,2.5783564502059693,13.319069940014618,9.934631896921735e-05
1160,2.4583522369344104,11.750243202255314,9.94518736704545e-05
1165,2.568716818718694,13.073159080990148,9.942215519562371e-05
1170,2.4520787988023294,11.637360567319005,9.945433180860801e-05
1175,2.321728981211457,10.233262094691584,9.955551831486271e-05
1180,2.419670862085354,11.352105893909732,9.950768104736773e-05
1185,2.455862872838573,11.712679565533625,9.94239443180386e-05
1190,2.5199507503035385,12.50337323631364,9.94561476623555e-05
1195,2.3740011970905717,10.819501008059254,9.954260549342302e-05
1200,2.318124805706163,10.232111809165886,9.950286780626634e-05
1205,2.4584842820353394,11.707147395350805,9.949203184304903e-05
1210,2.4793594797077123,12.037806682084458,9.946900924192609e-05
1215,2.3262478601980847,10.337727328835923,9.951475284633885e-05
1220,2.4201062879592663,11.291722117889593,9.948400802731481e-05
1225,2.4447470380757172,11.56912199676168,9.947886055526741e-05
1230,2.3335479180308094,10.359347948957897,9.94684742396248e-05
1235,2.4672051397971972,11.870525263241303,9.9455979310914e-05
1240,2.3763259334813704,10.838727979185752,9.942726598860115e-05
1245,2.434873782917021,11.44390008963806,9.953264817940047e-05
1250,2.5294008946933717,12.676231562344874,9.942054936512888e-05
1255,2.3734700806718365,10.795684778398932,9.948039546127088e-05
1260,2.3515178290110783,10.521409085131197,9.948527619110779e-05
1265,2.3451511220368086,10.44688440466165,9.950463935318544e-05
1270,2.4500854552225846,11.795267023930005,9.956061019557436e-05
1275,2.383242524984793,10.887857314177058,9.954029792922384e-05
1280,2.4450698421956254,11.580681101924332,9.949488552040525e-05
1285,2.3850854047237187,11.033636375154575,9.944440407167458e-05
1290,2.4232251233343023,11.463898306884975,9.958013242034284e-05
1295,2.4074104265864698,11.135494031121553,9.950486530763024e-05
1300,2.426229350830564,11.325373602207975,9.948144283984032e-05
1305,2.4399846550749493,11.592301549172378,9.939602155352076e-05
1310,2.286868644848887,9.962447577353235,9.951637619186019e-05
1315,2.3450912403085042,10.49047757195608,9.954365758259392e-05
1320,2.4330127316781116,11.448168435709048,9.954297967779785e-05
1325,2.2953926266388707,9.955134333565969,9.95245576386246e-05
1330,2.386022328749809,10.912648505000181,9.955273045044785e-05
1335,2.3848363214008286,10.907597867376703,9.951012387656684e-05
1340,2.3466010218208595,10.540528459132702,9.945694573906236e-05
1345,2.3628682034454025,10.640042249745997,9.952586436928414e-05
1350,2.3663355650002798,10.677417953121397,9.945361848871334e-05
1355,2.3592433974178655,10.657086459552938,9.946819447520177e-05
1360,2.2843773255237023,9.880631995941489,9.949084343926386e-05
1365,2.326877647122479,10.374938088955716,9.944347290941566e-05
1370,2.355249048681622,10.675107175740811,9.948676603426176e-05
1375,2.2406736055510073,9.549610934381153,9.94951534273343e-05
1380,2.255953827897371,9.600470648386946,9.95775276149069e-05
1385,2.3216900311945103,10.234439214087661,9.952346771831985e-05
1390,2.3574652918739636,10.648884772086065,9.954411848794842e-05
1395,2.3807564511181925,10.868365445813476,9.955088353961882e-05
1400,2.213337619418426,9.201171318729815,9.956686345126393e-05
1405,2.2753935753320933,9.815561165119579,9.947588590062378e-05
1410,2.292109687445695,9.984621376560458,9.944116528915225e-05
1415,2.326406424324142,10.268959846956465,9.953125856741453e-05
1420,2.334275589152437,10.381467224947631,9.950286878639863e-05
1425,2.2549363060701255,9.571214895930401,9.951939426708967e-05
1430,2.289628955965467,9.889000083421909,9.956116320716507e-05
1435,2.2355047799190886,9.412242063451988,9.96234514759847e-05
1440,2.262011385545648,9.68468874770046,9.953074157419382e-05
1445,2.3807830415923616,10.838112313920979,9.949092860820239e-05
1450,2.307795040904129,10.08658860265521,9.949797924217721e-05
1455,2.2594033243365845,9.601155972281248,9.954881688521234e-05
1460,2.290810419298366,9.890155395484454,9.952012632157415e-05
1465,2.293646637798873,10.027728764806557,9.958102015580208e-05
1470,2.264755552318328,9.693609063366036,9.951631191457288e-05
1475,2.1568561318867383,8.647440678374233,9.959621061426317e-05
1480,2.2897128699880223,9.922047305186762,9.957480172547432e-05
1485,2.3018890541316113,10.01956046942432,9.955172408071067e-05
1490,2.2489337041828077,9.512517288304194,9.95444323139406e-05
1495,2.2575052845823023,9.598467687131581,9.9539772775243e-05
1500,2.2783299561351877,9.788096467653686,9.956609035676791e-05
1505,2.3105864460638545,10.101011027855217,9.954051564165763e-05
1510,2.291635873549713,9.958973299384605,9.956384067522408e-05
1515,2.4099988739985916,11.225162293886239,9.95340892826326e-05
1520,2.3551663452520595,10.718240333972918,9.940213180521779e-05
1525,2.2052306514937254,9.189430262648594,9.96101023109655e-05
1530,2.198897627138779,9.030874811910786,9.959014133316643e-05
1535,2.2013894142305612,9.047326187372486,9.95798338411613e-05
1540,2.183059254909282,8.909114452058322,9.95372275410757e-05
1545,2.25320429421122,9.543703272702214,9.95260599270563e-05
1550,2.172832206809934,8.828464716325922,9.965408422451044e-05
1555,2.2653580672805367,9.708008625487324,9.961734625677647e-05
1560,2.234709765046075,9.370328281175524,9.952554185793377e-05
1565,2.309300880715008,10.093749923201276,9.956857460373529e-05
1570,2.211391619365628,9.233474061629387,9.960391010287001e-05
1575,2.2181997132175226,9.235178555862683,9.951805642103637e-05
1580,2.1618420165986807,8.757886678585972,9.95050225364671e-05
1585,2.138924750404558,8.525748760944833,9.959129839311346e-05
1590,2.115332724197316,8.300204494995887,9.959935028808788e-05
1595,2.171076639963871,8.796570987317976,9.957403766359253e-05
1600,2.1001272280055763,8.200212856219718,9.961020429226631e-05
1605,2.0911474899886993,8.111857672458573,9.96067348207142e-05
1610,2.2098938935402606,9.158163783231837,9.953986449691702e-05
1615,2.203896873341388,9.122224915015584,9.957776356782884e-05
1620,2.115010992414436,8.324405682252216,9.962989845372454e-05
1625,2.2269961697284826,9.320512627805188,9.951932606268729e-05
1630,2.1640748802838763,8.722570335397664,9.958115783512065e-05
1635,2.175790914396569,8.872610789404742,9.953614310365717e-05
1640,2.1805674292786175,8.89789532755373,9.954896772158395e-05
1645,1.9826890472691687,7.273147271917898,9.966114555662873e-05
1650,2.1546305392867087,8.686348837737864,9.958894236758128e-05
1655,2.231835816747565,9.365384010219188,9.95800266198158e-05
1660,2.1825077240888806,8.968046050789233,9.960297452479151e-05
1665,2.1448518258430154,8.598547258748724,9.955105812865049e-05
1670,2.129215201189235,8.42282887788536,9.958251494345713e-05
1675,2.07196262379125,8.00238975227931,9.969877802170553e-05
1680,2.197945872846618,9.132266065794642,9.949143269373837e-05
1685,2.1824618978386527,8.912661257266915,9.961835231302707e-05
1690,2.0764967794352627,8.018239902617179,9.968132503809985e-05
1695,2.160168809946532,8.722167974886455,9.961961859684909e-05
1700,2.0938669860175816,8.219055338841406,9.958812703652344e-05
1705,2.1018777856622037,8.255264599708422,9.962171625455647e-05
1710,2.142227921007362,8.538011065771695,9.95734165522116e-05
1715,2.0604607273982687,7.942320069056666,9.952671510118519e-05
1720,2.0982190774537264,8.184538141348247,9.954396294543372e-05
1725,2.1324668599079764,8.470680341653267,9.958679486477505e-05
1730,2.06131074446922,7.916912162941687,9.961081495680888e-05
1735,2.1964049545708106,9.157086950338222,9.942791544646597e-05
1740,2.12631838600963,8.410640962791513,9.961955694277054e-05
1745,2.2224801492623754,9.239814434561325,9.952906662559006e-05
1750,2.0609317823552615,7.9184951311893,9.958356057239349e-05
1755,2.0777208613656057,8.013847099599172,9.964427743060426e-05
1760,2.1208838733487747,8.46725001718487,9.9568421404257e-05
1765,1.958155008628215,7.1580279937740645,9.95737591388518e-05
1770,2.083586758793954,8.084470161023926,9.964837884883032e-05
1775,2.0623383827508395,7.9375048264875065,9.969171693290045e-05
1780,2.0149207977611896,7.552368360276274,9.965361582257378e-05
1785,2.001164140869423,7.467885381870985,9.961423678614165e-05
1790,2.0608650437711735,7.867298040070949,9.958752807570161e-05
1795,2.0345891055133976,7.685529568818318,9.964879098465902e-05
1800,2.104303648012835,8.232567862886489,9.963129139248895e-05
1805,1.993233354908361,7.378519592185809,9.968835403743587e-05
1810,2.0219832032137655,7.581641666454575,9.967298848665066e-05
1815,2.042299039364052,7.7411076807805514,9.96473744612891e-05
1820,1.976885530083544,7.269934916906732,9.960817649717163e-05
1825,2.055143546085186,7.881269931721872,9.964931602887726e-05
1830,2.053962633443711,7.831747532899965,9.964739593982959e-05
1835,2.1117490942321266,8.322848100427098,9.958858957568873e-05
1840,2.167862445360302,8.797068075012534,9.96576724665862e-05
1845,1.9851170992843614,7.290984818891594,9.961388855779773e-05
1850,2.0443366015423243,7.741129810487618,9.95842569400409e-05
1855,1.9170076769775926,6.849595497571703,9.967898080207776e-05
1860,1.9126198800826466,6.7887439739695195,9.962704003660852e-05
1865,2.0700901532931866,7.941696589973937,9.965004054044467e-05
1870,1.9635521109680514,7.149071437933941,9.966196917645294e-05
1875,1.9906685150374748,7.3549526756618535,9.96497753245408e-05
1880,1.9691337832883662,7.224485800354645,9.960395148915544e-05
1885,1.9561544911861872,7.092314397458283,9.965437656605218e-05
1890,2.0363560072249447,7.701435291377839,9.967749722374848e-05
1895,1.9543650744322227,7.092829986540254,9.96842625876582e-05
1900,2.1130415463096,8.393079884129847,9.958424982582024e-05
1905,2.0445291392889247,7.743433760191183,9.962975112682059e-05
1910,1.9716830002264636,7.232737863055097,9.965470032886099e-05
1915,1.9211031698592893,6.833423396044347,9.969212903826837e-05
1920,2.0293251837123694,7.6405848310795985,9.96444307126772e-05
1925,1.9949430888206106,7.387847743070502,9.963510522380024e-05
1930,1.8952312947710126,6.701836381944789,9.97081321033874e-05
1935,1.9741404947270589,7.273432577693041,9.968257680722622e-05
1940,2.061412091037995,7.904318440683854,9.957165763868033e-05
1945,2.016272326271717,7.523901404376716,9.962211486537908e-05
1950,1.8804800203760759,6.577355239005584,9.9726924383567e-05
1955,1.9256959997938672,6.8997872752086025,9.965802927327433e-05
1960,2.0084400160610754,7.47629156599768,9.960852133123758e-05
1965,1.9428473010325817,7.033898708761887,9.969240122556375e-05
1970,1.95704023582208,7.109392676204152,9.969959488065981e-05
1975,1.8846311544040577,6.65082644648168,9.965057219661181e-05
1980,2.0062498646770837,7.469929677067405,9.969554593342645e-05
1985,1.970208128640404,7.2008745418198234,9.962146936910596e-05
1990,1.892553537752035,6.690515104258883,9.968436479824093e-05
1995,1.9952998096569559,7.405039779001538,9.960409873149073e-05
2000,1.9362904812053414,6.979260518458608,9.96957597057453e-05
